country,region,year,gdp
France,Europe,2017,2588868323335
Germany,Europe,2017,3765351626106
India,Asia,2017,2651474262755
Indonesia,Asia,2017,1015618744160
Iran,Middle East,2017,510239893418
Italy,Europe,2017,1970720904585
Japan,Asia,2017,4930837369151
Mexico,North America,2017,1190721475906
Netherlands,Europe,2017,848233537846
Nigeria,Africa,2017,375745731053
Pakistan,Asia,2017,339205534861
Poland,Europe,2017,528356676667
Russia,Europe,2017,1574199360089
Saudi Arabia,Middle East,2017,741266133333
South Africa,Africa,2017,381448814653
South Korea,Asia,2017,1710196756713
Spain,Europe,2017,1321754088819
Sweden,Europe,2017,535172356785
Switzerland,Europe,2017,695200833086
Thailand,Asia,2017,456356813537
Türkiye,Middle East,2017,863874522365
United Kingdom,Europe,2017,2699118387873
United States,North America,2017,19477336549000
Argentina,South America,2018,524819892360
Australia,Oceania,2018,1433144978762
Belgium,Europe,2018,542638913428
Brazil,South America,2018,1916933708353
Canada,North America,2018,1725329192783
China,Asia,2018,14147765772964
Egypt,Africa,2018,262588632527
France,Europe,2018,2781576320884
Germany,Europe,2018,4055433215302
India,Asia,2018,2702929641649
Indonesia,Asia,2018,1042271532989
Iran,Middle East,2018,411903303606
Italy,Europe,2018,2099435266459
Japan,Asia,2018,5040880939325
Mexico,North America,2018,1256300182880
Netherlands,Europe,2018,929733599797
Nigeria,Africa,2018,421739251509
Pakistan,Asia,2018,356128166705
Poland,Europe,2018,594616687350
Russia,Europe,2018,1657328773461
Saudi Arabia,Middle East,2018,886564800000
South Africa,Africa,2018,405260723893
South Korea,Asia,2018,1824251454307
Spain,Europe,2018,1431642809327
Sweden,Europe,2018,549649344043
Switzerland,Europe,2018,725568717468
Thailand,Asia,2018,506754208404
Türkiye,Middle East,2018,788356985774
United Kingdom,Europe,2018,2897028009916
United States,North America,2018,20533057312000
Argentina,South America,2019,447754683615
Australia,Oceania,2019,1398349602956
Belgium,Europe,2019,536726344405
Brazil,South America,2019,1873288158839
Canada,North America,2019,1743725183673
China,Asia,2019,14560167101283
Egypt,Africa,2019,318678815490
France,Europe,2019,2722793515172
Germany,Europe,2019,3959894794039
India,Asia,2019,2835606256558
Indonesia,Asia,2019,1119099871350
Iran,Middle East,2019,347988400958
Italy,Europe,2019,2019606796584
Japan,Asia,2019,5117993853017
Mexico,North America,2019,1304106203902
Netherlands,Europe,2019,928903005576
Nigeria,Africa,2019,668219992691
Pakistan,Asia,2019,320909472771
Poland,Europe,2019,602683770145
Russia,Europe,2019,1693115002708
Saudi Arabia,Middle East,2019,888890133333
South Africa,Africa,2019,389330032224
South Korea,Asia,2019,1751045752055
Spain,Europe,2019,1403496387686
Sweden,Europe,2019,530894124494
Switzerland,Europe,2019,721369112727
Thailand,Asia,2019,543976691794
Türkiye,Middle East,2019,775853144223
United Kingdom,Europe,2019,2875710080015
United States,North America,2019,21380976119000
Argentina,South America,2020,385740508437
Australia,Oceania,2020,1333336461648
Belgium,Europe,2020,529694473502
Brazil,South America,2020,1476107292152
Canada,North America,2020,1655684730000
China,Asia,2020,14996414166715
Egypt,Africa,2020,383817841547
France,Europe,2020,2647926055110
Germany,Europe,2020,3941398957074
India,Asia,2020,2674851578587
Indonesia,Asia,2020,1059054842698
Iran,Middle East,2020,280934329280
Italy,Europe,2020,1907481094079
Japan,Asia,2020,5054068005376
Mexico,North America,2020,1121064767308
Netherlands,Europe,2020,932560861701
Nigeria,Africa,2020,598586817819
Pakistan,Asia,2020,300425609818
Poland,Europe,2020,605914237904
Russia,Europe,2020,1493075894362
Saudi Arabia,Middle East,2020,767951200000
South Africa,Africa,2020,337974655408
South Korea,Asia,2020,1744070276373
Spain,Europe,2020,1289783836971
Sweden,Europe,2020,544265668452
Switzerland,Europe,2020,741999406006
Thailand,Asia,2020,500461898480
Türkiye,Middle East,2020,733628247119
United Kingdom,Europe,2020,2724001478305
United States,North America,2020,21060473613000
Argentina,South America,2021,486564085480
Australia,Oceania,2021,1560617493203
Belgium,Europe,2021,598522422242
Brazil,South America,2021,1670647464063
Canada,North America,2021,2022378748423
China,Asia,2021,18201698719564
Egypt,Africa,2021,424671765456
France,Europe,2021,2966433692008
Germany,Europe,2021,4355251953411
India,Asia,2021,3167270623260
Indonesia,Asia,2021,1186509691087
Iran,Middle East,2021,407350685583
Italy,Europe,2021,2179207773596
Japan,Asia,2021,5039148168861
Mexico,North America,2021,1316569466686
Netherlands,Europe,2021,1054472123450
Nigeria,Africa,2021,609147716973
Pakistan,Asia,2021,348516647445
Poland,Europe,2021,689170230665
Russia,Europe,2021,1829186719575
Saudi Arabia,Middle East,2021,982661066667
South Africa,Africa,2021,419986284375
South Korea,Asia,2021,1942313560966
Spain,Europe,2021,1461244901853
Sweden,Europe,2021,631693331301
Switzerland,Europe,2021,815309330987
Thailand,Asia,2021,506194668790
Türkiye,Middle East,2021,839938668172
United Kingdom,Europe,2021,3194559188926
United States,North America,2021,23315080560000
Argentina,South America,2022,633993756301
Australia,Oceania,2022,1695627535476
Belgium,Europe,2022,591085783326
Brazil,South America,2022,1951923832084
Canada,North America,2022,2190411080134
China,Asia,2022,18316765021690
Egypt,Africa,2022,476747720365
France,Europe,2022,2794788137067
Germany,Europe,2022,4201021706479
India,Asia,2022,3346107287731
Indonesia,Asia,2022,1319101183380
Iran,Middle East,2022,422662261526
Italy,Europe,2022,2104067630319
Japan,Asia,2022,4262463317797
Mexico,North America,2022,1466934724293
Netherlands,Europe,2022,1046540797549
Nigeria,Africa,2022,646950257578
Pakistan,Asia,2022,374890295667
Poland,Europe,2022,695607470875
Russia,Europe,2022,2291612121335
Saudi Arabia,Middle East,2022,1239075200000
South Africa,Africa,2022,407596043068
South Korea,Asia,2022,1799363116867
Spain,Europe,2022,1448850658407
Sweden,Europe,2022,575071237641
Switzerland,Europe,2022,828508926958
Thailand,Asia,2022,495644697588
Türkiye,Middle East,2022,926097476914
United Kingdom,Europe,2022,3181244350465
United States,North America,2022,25604848907611
Argentina,South America,2023,649461687959
Australia,Oceania,2023,1734451264656
Belgium,Europe,2023,651330595110
Brazil,South America,2023,2191131869706
Canada,North America,2023,2173339670064
China,Asia,2023,18270356654533
Egypt,Africa,2023,395926075163
France,Europe,2023,3056250648138
Germany,Europe,2023,4562207532490
India,Asia,2023,3638489096034
Indonesia,Asia,2023,1371169301564
Iran,Middle East,2023,457510482317
Italy,Europe,2023,2316727999333
Japan,Asia,2023,4213167237906
Mexico,North America,2023,1798317581487
Netherlands,Europe,2023,1135475867551
Nigeria,Africa,2023,487387801881
Pakistan,Asia,2023,336686348609
Poland,Europe,2023,812451193396
Russia,Europe,2023,2071505725031
Saudi Arabia,Middle East,2023,1218584533333
South Africa,Africa,2023,381440724491
South Korea,Asia,2023,1844800934392
Spain,Europe,2023,1619481980720
Sweden,Europe,2023,578990915246
Switzerland,Europe,2023,894424821645
Thailand,Asia,2023,515906283941
Türkiye,Middle East,2023,1141242864657
United Kingdom,Europe,2023,3420796653789
United States,North America,2023,27292170793214
Argentina,South America,2024,638365455340
Australia,Oceania,2024,1757022451653
Belgium,Europe,2024,671370081636
Brazil,South America,2024,2185821648944
Canada,North America,2024,2243636826634
China,Asia,2024,18743803170827
Egypt,Africa,2024,389059911004
France,Europe,2024,3160442622465
Germany,Europe,2024,4685592577805
India,Asia,2024,3909891533858
Indonesia,Asia,2024,1396300098191
Iran,Middle East,2024,475252089215
Italy,Europe,2024,2380825077244
Japan,Asia,2024,4027597523551
Mexico,North America,2024,1856365616166
Netherlands,Europe,2024,1214927698573
Nigeria,Africa,2024,252261880141
Pakistan,Asia,2024,371570000121
Poland,Europe,2024,917767106147
Russia,Europe,2024,2173835806672
Saudi Arabia,Middle East,2024,1239804533333
South Africa,Africa,2024,401144998374
South Korea,Asia,2024,1875388209407
Spain,Europe,2024,1725671652742
Sweden,Europe,2024,603715224266
Switzerland,Europe,2024,936564198049
Thailand,Asia,2024,526517658842
Türkiye,Middle East,2024,1359123768774
United Kingdom,Europe,2024,3686033044482
United States,North America,2024,28750956130731
